Country.,Contract.Phase.,Implementing.Organization.,Fieldwork.,Status.,CAPI.survey,GPS.georeferenced,dhs_cc,dhs_recode_code,survey_id,Recode.Structure.,Birth.registration,Calendar,Cooking.fuel,Domestic.violence,Fieldworker.characteristics,Fistula,HIV.behavior,HIV.knowledge,Iodine.salt.test,Malaria.questions,Male.circumcision.self.reported,Maternal.mortality,Men.s.survey,Micronutrients,Paper.survey,Social.marketing,Tobacco.use,Tuberculosis.questions,Vitamin.A.questions,Women.s.status,Abortion,Alcohol.consumption,Causes.of.death,Health.expenditures,Migration,Out.of.pocket.health.expenditures,Pregnancy.history,Prenatal.care...folic.acid,Verbal.autopsy,Anemia.testing,Anthropometry,Blood.pressure..measure.,Blood.pressure.questions,Child.discipline,Child.labor,Diabetes.questions,Disability,Early.childhood.education,Health.insurance,Vaccinations.from.health.facilities,Non.communicable.diseases,Anemia.questions,HIV.testing,HIV.testing...DBS,HIV.testing.includes.confirmation,Malaria...RDT,Malaria...Microscopy,Breast.cancer.screening.questions,Cervical.cancer.screening.questions,Prostate.cancer.screening.questions,Diabetes.testing,Newborn.care,Service.availability,CAF�.survey,Arsenic...water.test,Husband.s.survey,Early.childhood.development,Female.genital.cutting,OVC,HIV.testing...venous.blood,Arm.circumference,Asthma,Basic.material.needs,HIV.testing...RDT,Malaria...DBS,Youth,Hepatitis.B.testing,Hepatitis.C.testing,Avian.influenza.knowledge,HIV.testing...children,Lead.testing,HIV.incidence,HIV.viral.load,E..coli...water.test,Measles.testing,Syphilis.testing,Tetanus.testing,HIV.CD4.count,Sickle.cell..genotype.test.,Chlorine...water.test,Urine.iodine.excretion,Iron.transferrin.receptor..related.to.anemia.testing,Vitamin.A.testing,Herpes.simplex.virus...HSV.2.,Human.trafficking,Chlamydia.testing,Lipids.testing,BeginDate,EndDate,dayslength,middate,BeginYear,EndYear,surveyyr,WealthIndex
Namibia,DHS-IV,Ministry of Health and Social Services,September 2000 - December 2000,Completed,,1,NM,41,205,DHS-IV,1,,1,,,,1,1,1,1,,1,1,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-09-01,2000-12-01,91,2000-10-17,2000,2000,2000,1
Namibia,DHS-II,Ministry of Health and Social Services,July 1992 - November 1992,Completed,,,NM,21,48,DHS-II,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-07-01,1992-11-01,123,1992-09-01,1992,1992,1992,1
Nepal,DHS-VII,New ERA,June 2016 - January 2017,Completed,1,1,NP,7H,472,DHS-VII,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,,,1,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-01,2017-01-01,214,2016-09-16,2016,2017,2017,1
Nepal,DHS-VII,New ERA,April 2015 - November 2015,Completed,1,1,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-01,2015-11-01,214,2015-07-17,2015,2015,2015,
Nepal,DHS-VI,New ERA,January 2011 - June 2011,Completed,1,1,NP,61,356,DHS-VI,1,1,1,1,,,1,1,1,1,,,1,1,,1,1,,1,1,1,1,,,1,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01,2011-06-01,151,2011-03-18,2011,2011,2011,1
Nepal,DHS-V,New ERA,February 2006 - August 2006,Completed,,1,NP,51,268,DHS-V,1,1,1,,,,1,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-01,2006-08-01,181,2006-05-02,2006,2006,2006,1
Nepal,DHS-IV,Ministry of Health/New ERA,January 2001 - June 2001,Completed,,1,NP,41,202,DHS-IV,,,1,,,,,1,,,,,1,1,1,,,,1,1,1,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-01-01,2001-06-01,151,2001-03-18,2001,2001,2001,1
Nepal,DHS-III,Ministry of Health/New ERA,January 1996 - June 1996,Completed,,,NP,31,86,DHS-III,,,,,,,,1,1,,,1,,,1,,,,,1,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-01-01,1996-06-01,152,1996-03-17,1996,1996,1996,1
Nepal,DHS-I,New ERA,February 1987 - April 1987,Completed,,,NP,01,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-02-01,1987-04-01,59,1987-03-03,1987,1987,1987,
Nicaragua,DHS-IV,Instituto Nacional De Estadisticas Y Censos (INEC),September 2001 - December 2001,Completed,,,NC,41,204,DHS-IV,1,1,1,,,,1,1,,,,,,,1,,,,,1,,1,,1,1,,,,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-01,2001-12-01,91,2001-10-17,2001,2001,2001,1
Nicaragua,DHS-III,Inst. Nacional de Estadisticas y Censos,December 1997 - May 1998,Completed,,,NC,31,112,DHS-III,,1,,1,,,1,1,1,,,,1,,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-12-01,1998-05-01,151,1998-02-15,1997,1998,1998,1
Niger,DHS-VII,Institut National de la Statistique (INS),October 2017 - February 2018,Under Audit,1,,,,518,"",,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,2018-02-01,123,2017-12-02,2017,2018,2018,
Niger,DHS-VI,Institut National de la Statistique (INS),February 2012 - June 2012,Completed,,1,NI,61,407,DHS-VI,,1,1,,,1,1,1,,1,,1,1,,1,,,,,1,1,,,,,,,,,1,1,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-01,2012-06-01,121,2012-04-01,2012,2012,2012,1
Niger,DHS-V,"Direction de la Statistique et des Comptes Nationaux DSCN, Direction Général de l'Institut National de la Statistique",January 2006 - May 2006,Completed,,1,NI,51,277,DHS-V,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,1,,1,,,,,,,,1,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-01,2006-05-01,120,2006-03-02,2006,2006,2006,1
Niger,DHS-III,Care International,March 1998 - July 1998,Completed,,1,NI,31,99,DHS-III,,,,,,,1,1,,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-03-01,1998-07-01,122,1998-05-01,1998,1998,1998,1
Niger,DHS-II,Direction de la Statistique et des Comptes Nationaux,March 1992 - June 1992,Completed,,1,NI,22,53,DHS-II,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-03-01,1992-06-01,92,1992-04-16,1992,1992,1992,1
Nigeria,DHS-VII,National Population Commission (NPC),August 2018 - December 2018,Completed,1,,NG,7A,528,DHS-VII,,1,,1,1,1,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2018-08-01,2018-12-01,122,2018-10-01,2018,2018,2018,1
Nigeria,DHS-VII,"The National Malaria Elimination Program (NMEP), the National Population Commission (NPopC), and the National Bureau of Statistics (NBS)",October 2015 - November 2015,Completed,1,1,NG,72,474,DHS-VI,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-01,2015-11-01,31,2015-10-17,2015,2015,2015,1
Nigeria,DHS-VI,National Population Commission (NPC),February 2013 - June 2013,Completed,,1,NG,6A,438,DHS-VI,1,1,1,1,,,1,1,,1,1,1,1,1,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-01,2013-06-01,120,2013-04-02,2013,2013,2013,1
Nigeria,DHS-VI,National Population Commission (NPC) and the National Malaria Control Programme (NMCP),October 2010 - December 2010,Completed,,1,NG,61,392,DHS-VI,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-01,2010-12-01,61,2010-10-31,2010,2010,2010,1
Nigeria,DHS-V,National Population Commission,June 2008 - October 2008,Completed,,1,NG,53,302,DHS-V,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-01,2008-10-01,122,2008-08-01,2008,2008,2008,1
Nigeria,DHS-IV,The National Population Commission,March 2003 - August 2003,Completed,,1,NG,4B,223,DHS-IV,,,1,,,,1,1,1,1,,,1,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-01,2003-08-01,153,2003-05-16,2003,2003,2003,1
Nigeria,DHS-IV,National Population Commission,March 1999 - May 1999,Completed,,,,,164,DHS-IV,,,1,,,,1,1,,,,1,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-01,1999-05-01,61,1999-03-31,1999,1999,1999,
Nigeria,DHS-II,Federal Office of Statistics,April 1990 - October 1990,Completed,,1,NG,21,32,DHS-II,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-04-01,1990-10-01,183,1990-07-02,1990,1990,1990,1
Nigeria (Ondo State),DHS-I,Ministry of Health,September 1986 - January 1987,Completed,,,OS,01,8,DHS-I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-09-01,1987-01-01,122,1986-11-01,1986,1987,1987,
Pakistan,DHS-VII,National Institute of Population Studies (NIPS),January 2019 - May 2019,Completed,,,PK,7A,552,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-01,2019-05-01,120,2019-03-02,2019,2019,2019,
Pakistan,DHS-VII,The National Institute of Population Studies (NIPS),November 2017 - April 2018,Completed,,1,PK,71,523,DHS-VII,1,,1,1,1,,,,,,,,1,,1,,1,,,,1,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-01,2018-04-01,151,2018-01-16,2017,2018,2018,1
Pakistan,DHS-VI,National Institute of Population Studies (NIPS),October 2012 - April 2013,Completed,,1,PK,61,419,DHS-VI,1,1,1,1,,,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-10-01,2013-04-01,182,2012-12-31,2012,2013,2013,1
Pakistan,DHS-V,The National Institute of Population Studies (NIPS),September 2006 - February 2007,Completed,,1,PK,52,273,DHS-V,,,1,,,1,,,,1,,1,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-01,2007-02-01,153,2006-11-16,2006,2007,2007,1
Pakistan,DHS-II,The National Institute of Population Studies (NIPS),December 1990 - May 1991,Completed,,,PK,21,34,DHS-II,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-12-01,1991-05-01,151,1991-02-15,1990,1991,1991,1
Papua New Guinea,DHS-VII,"National Statistical Office, Papua New Guinea",October 2016 - December 2018,Completed,,,PG,71,499,DHS-VII,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01,2018-12-01,791,2017-11-01,2016,2018,2018,1
Paraguay,DHS-II,Centro Paraguayo de Estudios de Población,May 1990 - August 1990,Completed,,,PY,21,33,DHS-II,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-05-01,1990-08-01,92,1990-06-16,1990,1990,1990,1
Peru,DHS-VII,Instituto Nacional de Estadística e Informática (INEI),March 2014 - December 2014,Completed,1,,,,495,"",1,,1,1,,,1,1,,,,,,,,,1,1,,1,,,,,,,,,,1,1,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-01,2014-12-01,275,2014-07-17,2014,2014,2014,
Peru,DHS-VI,Instituto Nacional de Estadística e Informática (INEI),March 2013 - November 2013,Completed,1,1,,,455,"",,1,1,1,,,1,1,1,,,1,,1,,1,1,1,,1,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2013-03-01,2013-11-01,245,2013-07-01,2013,2013,2013,
Peru,DHS-VI,Instituto Nacional de Estadística e Informática (INEI),March 2012 - December 2012,Completed,1,1,PE,6I,434,DHS-V,,1,1,1,,,1,1,1,,,1,,1,,1,1,1,,1,1,1,,1,,,,,,1,1,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2012-03-01,2012-12-01,275,2012-07-17,2012,2012,2012,1
Peru,DHS-VI,Instituto Nacional de Estadística e Informática (INEI),March 2011 - December 2011,Completed,1,1,PE,6A,433,DHS-V,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,2011-03-01,2011-12-01,275,2011-07-17,2011,2011,2011,1
Peru,DHS-VI,Instituto Nacional de Estadística e Informática (INEI),March 2010 - December 2010,Completed,1,1,PE,61,426,DHS-V,1,1,1,1,,,1,1,,1,,1,,1,,,1,1,1,1,1,1,,,1,,,,,1,1,1,1,1,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2010-03-01,2010-12-01,275,2010-07-17,2010,2010,2010,
Peru,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),March 2009 - November 2009,Completed,1,1,PE,5I,334,DHS-V,1,1,1,1,,,1,1,1,1,,1,,1,,,1,1,1,1,1,1,,,1,,,,,1,1,,,,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2009-03-01,2009-11-01,245,2009-07-01,2009,2009,2009,1
Peru,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),January 2007 - October 2008,Completed,1,1,PE,5A,447,DHS-V,,1,1,1,,,1,1,1,,,1,,,,,,,,1,1,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2007-01-01,2008-10-01,639,2007-11-17,2007,2008,2008,1
Peru,DHS-V,Instituto Nacional de Estadistica e Informatica (INEI),December 2003 - December 2006,Completed,1,1,PE,51,228,DHS-V,1,1,1,1,,,1,1,,1,,1,,1,,,1,1,1,1,1,1,,,1,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2003-12-01,2006-12-01,1096,2005-06-01,2003,2006,2005,1
Peru,DHS-IV,Instituto Nacional de Estadistica e Informática,July 2000 - November 2000,Completed,,1,PE,41,176,DHS-IV,1,1,1,1,,,1,1,1,,,1,,1,1,,,,,1,1,1,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2000-07-01,2000-11-01,123,2000-09-01,2000,2000,2000,1
Peru,DHS-III,Inst. Nacional de Estadistica e Informática,August 1996 - November 1996,Completed,,,PE,31,88,DHS-III,,1,,,,,1,1,,,,1,1,,1,,,,,1,,,,,1,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-08-01,1996-11-01,92,1996-09-16,1996,1996,1996,1
Peru,DHS-II,Instituto Nacional de Estadistica e Informática,October 1991 - March 1992,Completed,,,PE,21,44,DHS-II,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-10-01,1992-03-01,152,1991-12-16,1991,1992,1992,
Peru,DHS-I,Instituto Nacional de Estadistica e Informática,September 1986 - December 1986,Completed,,,PE,01,6,DHS-I,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-09-01,1986-12-01,91,1986-10-17,1986,1986,1986,
Peru,DHS-I,Instituto Nacional de Estadistica e Informática,September 1986 - December 1986,Completed,,,PE,0B,175,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-09-01,1986-12-01,91,1986-10-17,1986,1986,1986,
Philippines,DHS-VII,The Philippine Statistics Authority (PSA),August 2017 - October 2017,Completed,1,,PH,71,510,DHS-VII,,,,1,1,,1,1,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-01,2017-10-01,61,2017-08-31,2017,2017,2017,1
Philippines,DHS-VI,National Statistical Office (NSO),August 2013 - September 2013,Completed,,,PH,61,436,DHS-VI,,,1,1,,,1,1,,,,,,,1,,1,1,,1,1,1,,1,,1,1,1,,,,,1,,,1,,,1,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-01,2013-09-01,31,2013-08-17,2013,2013,2013,1
Philippines,DHS-V,The National Statistics Office,August 2008 - September 2008,Completed,,1,PH,52,298,DHS-V,,,1,1,,,1,1,,,,,,1,1,,1,1,,1,1,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-01,2008-09-01,31,2008-08-17,2008,2008,2008,1
Philippines,DHS-IV,National Statistics Office,June 2003 - September 2003,Completed,,1,PH,41,227,DHS-IV,,1,,,,,1,1,,,,,1,,1,,1,1,1,1,1,1,,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-01,2003-09-01,92,2003-07-17,2003,2003,2003,1
Philippines,DHS-III,"The National Statistics Office, Department of Health",February 1998 - April 1998,Completed,,,PH,3B,111,DHS-III,,1,,,,,,,1,,,1,,1,1,1,,1,1,1,1,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-02-01,1998-04-01,59,1998-03-03,1998,1998,1998,1
Philippines,DHS-III,National Statistics Office,March 1993 - May 1993,Completed,,,PH,31,61,DHS-II,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-03-01,1993-05-01,61,1993-03-31,1993,1993,1993,1
Philippines,DHS-III,National Statistics Office,October 1993 - December 1993,Completed,,,PH,3I,183,,,1,,1,,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-10-01,1993-12-01,61,1993-10-31,1993,1993,1993,
Rwanda,DHS-VII,Ministry Of Health (Malaria and Other Parasitic Diseases Division),October 2017 - November 2017,Completed,,,RW,7A,540,DHS-VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01,2017-11-01,31,2017-10-17,2017,2017,2017,1
Rwanda,DHS-VII,NIRS will be the implementing agency for the survey in collaboration with MOH.,November 2014 - April 2015,Completed,,1,RW,70,468,DHS-VI,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,1,1,,,1,1,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2014-11-01,2015-04-01,151,2015-01-16,2014,2015,2015,1
Rwanda,DHS-VI,Malaria and Other Parasitic Disease Department (MOPDD) of the Ministry of Health (MOH),February 2013 - April 2013,Completed,,,RW,6I,449,DHS-VI,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-01,2013-04-01,59,2013-03-03,2013,2013,2013,1
Rwanda,DHS-VI,The School of Public Health,June 2011 - August 2011,Completed,,,RW,6A,422,,,,,,,,1,1,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-01,2011-08-01,61,2011-07-01,2011,2011,2011,
Rwanda,DHS-VI,National Institute of Statistics of Rwanda and The Ministry of Health,September 2010 - March 2011,Completed,,1,RW,61,364,DHS-VI,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,1,,,,1,1,,,,1,,,1,1,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-01,2011-03-01,181,2010-11-30,2010,2011,2011,1
Rwanda,DHS-V,National Institute of Statistics of Rwanda (NISR),December 2007 - April 2008,Completed,,1,RW,5A,323,DHS-V,,,1,,,,,,,1,1,,1,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-12-01,2008-04-01,122,2008-01-31,2007,2008,2008,1
Rwanda,DHS-V,National Institute of Statistics of Rwanda,June 2007 - September 2007,Completed,,,,,290,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-06-01,2007-09-01,92,2007-07-17,2007,2007,2007,
Rwanda,DHS-V,"Department of Statistics, in the Ministry of Economics (MINECOFIN)",February 2005 - July 2005,Completed,,1,RW,53,252,DHS-IV,,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-01,2005-07-01,150,2005-04-17,2005,2005,2005,1
Rwanda,DHS-IV,ONAPO - Office National de la Population,September 2001 - November 2001,Completed,,1,,,212,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-01,2001-11-01,61,2001-10-01,2001,2001,2001,
Rwanda,DHS-IV,Office National de la Population,June 2000 - August 2000,Completed,,1,RW,41,165,DHS-IV,,1,1,,,,1,1,1,1,,1,1,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-06-01,2000-08-01,61,2000-07-01,2000,2000,2000,1
Rwanda,DHS-II,Office National de la Population,June 1992 - October 1992,Completed,,,RW,21,43,DHS-II,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992-06-01,1992-10-01,122,1992-08-01,1992,1992,1992,
Samoa,DHS-V,"The Ministry of Health, Samoa Bureau of Statistics",August 2009 - September 2009,Completed,,,,,350,DHS-V,1,1,1,,,,1,1,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-01,2009-09-01,31,2009-08-17,2009,2009,2009,1
Sao Tome and Principe,DHS-VII,UNICEF in collaboration with Instituto Nacional de Estatísticas de São Tomé e Príncipe,April 2014 - June 2014,Completed,,,,,470,,1,,1,,,,1,1,1,,1,1,1,,1,,1,,,,,1,,,,,,,,1,1,,,1,1,,,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-01,2014-06-01,61,2014-05-01,2014,2014,2014,
Sao Tome and Principe,DHS-V,Instituto Nacional Estadistica (INE),September 2008 - January 2009,Completed,,,ST,51,318,DHS-V,1,1,1,1,,,1,1,1,1,,1,1,,1,,,,,1,,1,,,,,,,,1,1,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2008-09-01,2009-01-01,122,2008-11-01,2008,2009,2009,1
Senegal,DHS-VIII,l’Agence Nationale de la Statistique et de la Démographie (ANSD),-,Completed,1,1,SN,8A,581,DHS-VIII,1,1,1,1,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
