iso3_flat,crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,# of people in none/minimal conditions - Level 1,# of people in stressed conditions - level 2,# of people in moderate conditions - level 3,# of people severe conditions - level 4,# of people extreme conditions - level 5,People in Need,% of people in none/minimal conditions - Level 1,% of people in stressed conditions - level 2,% of people in moderate conditions - level 3,% of people severe conditions - level 4,% of people extreme conditions - level 5,Concentration of conditions,Conditions of people affected,mon,year,Total.PiN,check,country_flat,income,region,population,seq,full.parent,Adjusted.PiN,crisis_category
ESP,ESP002,Mixed migration flows in spain,International displacement,Country,Yes,Individual,Mixed Migration,ESP,Spain,Europe,11.94,0,0.04,0,0,1,99.7,0,0.3,0,0,1,1,Jan,2021,0.04,100,Spain,High income,Europe & Central Asia,46754783,1,FALSE,0.04,Displacement
ETH,ETH001,Complex crisis in Ethiopia,Complex crisis,Country,Yes,Individual,Complex crisis,ETH,Ethiopia,Africa,10.46,10.3,6.5,1.98,0,4.9,35.8,35.2,22.2,6.8,0,4,4.5,Jan,2021,8.48,100,Ethiopia,Low income,Sub-Saharan Africa,114963583,1,FALSE,2.15,Complex
ETH,ETH002,Flood Crisis in Ethiopia,Flood,Country,No,Individual,Floods,ETH,Ethiopia,Africa,61.22,0.22,0.4,0,0,2.7,98.8,0.4,0.6,0,0,1,1.9,Jan,2021,0.4,99.8,Ethiopia,Low income,Sub-Saharan Africa,114963583,2,FALSE,0.4,Physical
ETH,ETH003,International Displacement,International displacement,Country,No,Individual,International Displacement,ETH,Ethiopia,Africa,71.61,0,0.77,0,0,3.1,98.9,0,1.1,0,0,1,2.1,Jan,2021,0.77,100,Ethiopia,Low income,Sub-Saharan Africa,114963583,3,FALSE,0.77,Displacement
ETH,ETH004,Crisis in Tigray,Conflict,Country,No,Individual,Crisis in Tigray,ETH,Ethiopia,Africa,0,0,5.13,0,0.03,4.5,0,0,99.4,0,0.6,3,3.8,Jan,2021,5.16,100,Ethiopia,Low income,Sub-Saharan Africa,114963583,4,FALSE,5.16,Conflict
FJI,FJI002,Tropical cyclone Yasa in Fiji,Tropical cyclone,Country,Yes,Individual,Tropical cyclone Yasa,FJI,Fiji,Pacific,0.8,0.08,0.01,0,0,0.2,89.6,9,1.5,0,0,2,1.1,Jan,2021,0.01,100.1,Fiji,Upper middle income,East Asia & Pacific,896444,1,FALSE,0.01,Physical
GRC,GRC002,Mixed migration flows in Greece,International displacement,Country,Yes,Individual,Mixed Migration,GRC,Greece,Europe,0.21,0.1,0.02,0,0,0.5,64.1,30.2,6,0,0,3,1.8,Jan,2021,0.02,100.3,Greece,High income,Europe & Central Asia,10423056,1,FALSE,0.02,Displacement
GTM,GTM001,Complex crisis in Guatemala,Complex crisis,Country,Yes,Individual,Complex crisis,GTM,Guatemala,Americas,4.93,6.67,2.87,0.43,0,4.2,33.1,44.8,19.3,2.9,0,3,3.6,Jan,2021,3.3,100.1,Guatemala,Upper middle income,Latin America & Caribbean,17915567,1,FALSE,1.5,Complex
GTM,GTM003,Hurricane Eta and Iota in Guatemala,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,GTM,Guatemala,Americas,7.1,0.64,1.8,0,0,3.8,74.4,6.7,18.9,0,0,3,3.4,Jan,2021,1.8,100,Guatemala,Upper middle income,Latin America & Caribbean,17915567,2,FALSE,1.8,Physical
HND,HND001,Complex crisis in Honduras,Complex crisis,Country,Yes,Individual,Complex crisis,HND,Honduras,Americas,6.46,1.4,0.95,0.35,0,3.5,70.5,15.3,10.4,3.8,0,3,3.3,Jan,2021,1.3,100,Honduras,Lower middle income,Latin America & Caribbean,9904608,1,TRUE,1.3,Complex
HND,HND002,Hurricane Eta and Iota in Honduras,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,HND,Honduras,Americas,2.79,1.9,2.8,0,0,4.1,37.2,25.4,37.4,0,0,3,3.6,Jan,2021,2.8,100,Honduras,Lower middle income,Latin America & Caribbean,9904608,2,TRUE,2.8,Physical
HTI,HTI001,Complex crisis in Haiti,Complex crisis,Country,Yes,Individual,Complex crisis,HTI,Haiti,Americas,0.6,2.3,3.08,0.91,0,4.3,5.5,21.1,28.3,8.3,0,4,4.2,Jan,2021,3.99,63.2,Haiti,Low income,Latin America & Caribbean,11402533,1,FALSE,3.99,Complex
IDN,IDN002,Papua Conflict,Conflict,Country,No,Individual,Papua Conflict,IDN,Indonesia,Asia,,,,,,,,,,,,,,Jan,2021,0,0,Indonesia,Lower middle income,East Asia & Pacific,273523621,1,TRUE,0,Conflict
IDN,IDN006,Sulawesi Earthquake,Earthquake,Country,No,Individual,Sulawesi Earthquake,IDN,Indonesia,Asia,0.79,0,0.1,0,0,1.6,89.4,0,10.7,0,0,3,2.3,Jan,2021,0.1,100.1,Indonesia,Lower middle income,East Asia & Pacific,273523621,2,TRUE,0.1,Physical
IDN,IDN007,Country Level,Multiple crises country,Country,Yes,Aggregated,Country Level,IDN,Indonesia,Asia,0.79,3.59,0.1,0,0,1.6,17.6,80.3,2.1,0,0,2,1.8,Jan,2021,0.1,100,Indonesia,Lower middle income,East Asia & Pacific,273523621,3,TRUE,0.1,Complex
IND,IND002,Conflict in Jammu and Kashmir,Conflict,Country,Yes,Individual,Kashmir conflict ,IND,India,Asia,12.54,,,,,,100,,,,,,,Jan,2021,0,100,India,Lower middle income,South Asia,1380004385,1,TRUE,0,Conflict
IRN,IRN004,Afghan Refugees in Iran,International displacement,Country,Yes,Individual,Afghan Refugees,IRN,Iran,Middle east,21.87,0,0.95,2,0,4.1,88.1,0,3.8,8.1,0,4,4.1,Jan,2021,2.95,100,Iran,Upper middle income,Middle East & North Africa,83992953,1,FALSE,2.95,Displacement
IRQ,IRQ001,Multiple crises in Iraq,Multiple crises country,Country,Yes,Aggregated,Country level,IRQ,Iraq,Middle east,33.18,1.75,3.11,1.1,0.18,4.4,84.4,4.5,7.9,2.8,0.4,3,3.7,Jan,2021,4.39,100,Iraq,Upper middle income,Middle East & North Africa,40222503,1,TRUE,4.39,Complex
IRQ,IRQ002,Conflict  in Iraq,Conflict,Country,No,Individual,Conflict,IRQ,Iraq,Middle east,0.51,1.52,2.91,1.03,0.16,4.4,8.3,24.8,47.5,16.7,2.7,4,4.2,Jan,2021,4.1,100,Iraq,Upper middle income,Middle East & North Africa,40222503,2,TRUE,4.1,Conflict
IRQ,IRQ003,Syrian and Palestinian refugees in iraq,International displacement,Country,No,Individual,Syrian Refugees,IRQ,Iraq,Middle east,4.66,0,0.31,0.15,0.02,2.8,90.8,0,6,2.8,0.4,3,2.9,Jan,2021,0.48,100,Iraq,Upper middle income,Middle East & North Africa,40222503,3,TRUE,0.48,Displacement
ITA,ITA002,Mixed migration flows in Italy,International displacement,Country,Yes,Individual,Mixed Migration,ITA,Italy,Europe,7.12,,,,,,100,,,,,,,Jan,2021,0,100,Italy,High income,Europe & Central Asia,60461828,1,TRUE,0,Displacement
JOR,JOR002,Syrian refugees in Jordan,International displacement,Country,Yes,Individual,Syrian refugees,JOR,Jordan,Middle east,6.79,0.61,0.79,0.52,0,3.5,78,7,9,6,0,4,3.8,Jan,2021,1.31,100,Jordan,Upper middle income,Middle East & North Africa,10203140,1,FALSE,1.31,Displacement
KEN,KEN001,Multiple crisis in Kenya ,Multiple crises country,Country,Yes,Aggregated,Country level ,KEN,Kenya,Africa,40.2,9.71,1.37,0.11,0,3.6,78.2,18.9,2.7,0.2,0,2,2.8,Jan,2021,1.48,100,Kenya,Lower middle income,Sub-Saharan Africa,53771300,1,TRUE,1.48,Complex
KEN,KEN002,Refugee situation in Kenya,International displacement,Country,Yes,Individual,Refugee situation,KEN,Kenya,Africa,6.17,0,0.52,0,0,2.9,92.2,0,7.8,0,0,3,3,Feb,2021,0.52,100,Kenya,Lower middle income,Sub-Saharan Africa,53771300,2,TRUE,0.52,Displacement
KEN,KEN003,Drought in Kenya,Drought,Country,No,Individual,Drought,KEN,Kenya,Africa,40.7,9.71,0.87,0.11,0,3.3,79.2,18.9,1.7,0.2,0,2,2.7,Jan,2021,0.98,100,Kenya,Lower middle income,Sub-Saharan Africa,53771300,3,TRUE,0.98,Physical
KEN,KEN005,Flooding and Landslides in Kenya,Flood,Country,No,Individual,Flooding and Landslides,KEN,Kenya,Africa,42.28,0.12,0.12,0,0,1.8,99.5,0.3,0.3,0,0,1,1.4,Jan,2021,0.12,100.1,Kenya,Lower middle income,Sub-Saharan Africa,53771300,4,TRUE,0.12,Physical
LBN,LBN002,Syrian refugees in Lebanon,International displacement,Country,No,Individual,Syrian refugees,LBN,Lebanon,Middle east,3.35,1.57,0.33,1.6,0,3.8,48.9,22.8,4.8,23.4,0,4,3.9,Jan,2021,1.93,99.9,Lebanon,Upper middle income,Middle East & North Africa,6825442,1,TRUE,1.93,Displacement
LBN,LBN004,Socioeconomic crisis in Lebanon,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,LBN,Lebanon,Middle east,2.62,0.47,2.19,1.58,0,4.3,38.2,6.9,32,23,0,4,4.2,Jan,2021,3.77,100.1,Lebanon,Upper middle income,Middle East & North Africa,6825442,2,TRUE,3.77,Complex
LBN,LBN005,Explosion in Beirut,Industrial Accidents,Country,No,Individual,Beirut Explosion,LBN,Lebanon,Middle east,0,1.2,1,0,0,3.3,0,54.5,45.5,0,0,3,3.2,Jan,2021,1,100,Lebanon,Upper middle income,Middle East & North Africa,6825442,3,TRUE,1,Physical
LBY,LBY001,Complex crisis in Libya,Multiple crises country,Country,Yes,Aggregated,Complex crisis,LBY,Libya,Africa,5.07,0.77,0.11,0.56,0.36,3.4,73.8,11.3,1.6,8.1,5.2,5,4.2,Jan,2021,1.03,100,Libya,Upper middle income,Middle East & North Africa,6871287,1,FALSE,0.71,Complex
LBY,LBY002,Mixed migration flows in Libya,International displacement,Country,No,Individual,Mixed Migration,LBY,Libya,Africa,6.29,0.26,0.19,0.13,0,2.5,91.5,3.8,2.8,1.9,0,2,2.3,Jan,2021,0.32,100,Libya,Upper middle income,Middle East & North Africa,6871287,2,FALSE,0.32,Displacement
LSO,LSO002,Drought in Lesotho,Drought,Country,Yes,Individual,Drought,LSO,Lesotho,Africa,0.41,0.48,0.48,0.1,0,2.9,27.6,32.7,32.9,6.8,0,4,3.5,Jan,2021,0.58,100,Lesotho,Lower middle income,Sub-Saharan Africa,2142252,1,FALSE,0.58,Physical
MAR,MAR002,Mixed migration flows in Morocco,International displacement,Country,Yes,Individual,Mixed Migration,MAR,Morocco,Africa,,,,,,,,,,,,,,Jan,2021,0,0,Morocco,Lower middle income,Middle East & North Africa,36910558,1,TRUE,0,Displacement
MDG,MDG002,Drought in Madagascar,Drought,Country,Yes,Individual,Drought,MDG,Madagascar,Africa,0.94,1.62,1.07,0.28,0,3.6,24.1,41.4,27.3,7.2,0,4,3.8,Jan,2021,1.35,100,Madagascar,Low income,Sub-Saharan Africa,27691019,1,FALSE,1.35,Physical
MEX,MEX001,Multiple crisis in Mexico,Multiple crises country,Country,Yes,Aggregated,Country Level,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2021,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,1,TRUE,0,Complex
MEX,MEX002,Criminal Violence in Mexico,Other type of violence,Country,No,Individual,Criminal Violence,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2021,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,2,TRUE,0,Conflict
MEX,MEX003,Mixed Migration in Mexico,International displacement,Country,No,Individual,Mixed Migration,MEX,Mexico,Americas,,,,,,,,,,,,,,Jan,2021,0,0,Mexico,Upper middle income,Latin America & Caribbean,128932753,3,TRUE,0,Displacement
MEX,MEX004,Hurricane Eta and Iota in Southern Mexico,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,MEX,Mexico,Americas,14.51,0.15,0.02,0,0,0.4,98.9,1,0.1,0,0,1,0.7,Jan,2021,0.02,100,Mexico,Upper middle income,Latin America & Caribbean,128932753,4,TRUE,0.02,Physical
MLI,MLI001,Complex crisis in Mali,Complex crisis,Country,Yes,Individual,Complex crisis,MLI,Mali,Africa,11.61,3.9,3.82,0.48,0,4.4,58.6,19.7,19.3,2.4,0,3,3.7,Jan,2021,4.3,100,Mali,Low income,Sub-Saharan Africa,20250834,1,FALSE,4.3,Complex
MMR,MMR001,Multiple crises in Myanmar,Multiple crises country,Country,Yes,Aggregated,Country level,MMR,Myanmar,Asia,5.27,3.43,1.05,0.5,0.15,3.7,50.7,33,10.1,4.8,1.4,4,3.9,Feb,2021,1.7,100,Myanmar,Lower middle income,East Asia & Pacific,54409794,1,TRUE,1.7,Complex
MMR,MMR002,Rakhine Conflict,Conflict,Country,No,Individual,Rakhine conflict,MMR,Myanmar,Asia,2.32,0.73,0.25,0.44,0.15,3.2,59.7,18.8,6.4,11.3,3.9,4,3.6,Feb,2021,0.84,100.1,Myanmar,Lower middle income,East Asia & Pacific,54409794,2,TRUE,0.84,Conflict
MMR,MMR003,Kachin and Shan Conflict,Conflict,Country,No,Individual,Kachin and Shan conflict,MMR,Myanmar,Asia,2.95,2.7,0.8,0.06,0,3.2,45.3,41.4,12.3,0.9,0,3,3.1,Feb,2021,0.86,99.9,Myanmar,Lower middle income,East Asia & Pacific,54409794,3,TRUE,0.86,Conflict
MOZ,MOZ001,Complex crisis in Mozambique,Complex crisis,Country,Yes,Individual,Complex crisis,MOZ,Mozambique,Africa,7.42,8.51,3.7,0.41,0,4.4,37,42.5,18.5,2,0,3,3.7,Jan,2021,4.11,100,Mozambique,Low income,Sub-Saharan Africa,31255435,1,TRUE,4.11,Complex
MOZ,MOZ004,Cabo Delgado Islamist Insurgency,Other type of violence,Country,No,Individual,Violent Insurgency in Cabo Delgado,MOZ,Mozambique,Africa,1.89,1.48,1.44,0.14,0,3.7,38.2,30,29.1,2.9,0,3,3.4,Feb,2021,1.58,100.2,Mozambique,Low income,Sub-Saharan Africa,31255435,2,TRUE,1.58,Conflict
MOZ,MOZ006,Food Security Crisis in Mozambique,Food Security,Country,No,Individual,Food Security Crisis,MOZ,Mozambique,Africa,6.82,8.41,2.65,0.27,0,4.1,37.6,46.3,14.6,1.5,0,3,3.6,Jan,2021,2.92,100,Mozambique,Low income,Sub-Saharan Africa,31255435,3,TRUE,2.92,Physical
MOZ,MOZ007,Tropical Cyclone Eloise in Mozambique,Tropical cyclone,Country,No,Individual,Tropical Cyclone Eloise,MOZ,Mozambique,Africa,11.75,0.18,0.22,0.04,0,2.4,96.4,1.5,1.8,0.4,0,1,1.7,Feb,2021,0.26,100.1,Mozambique,Low income,Sub-Saharan Africa,31255435,4,TRUE,0.26,Physical
MRT,MRT002,Refugees from Mali in Mauritania,International displacement,Country,No,Individual,Malian refugees,MRT,Mauritania,Africa,0.01,0,0.06,0,0,1.3,15.3,0,84.7,0,0,3,2.2,Jan,2021,0.06,100,Mauritania,Lower middle income,Sub-Saharan Africa,4649660,1,TRUE,0.06,Displacement
MRT,MRT003,Food Security in Mauritania,Drought,Country,Yes,Individual,Food security,MRT,Mauritania,Africa,2.63,1.04,0.46,0.02,0,2.8,63.5,25,11,0.5,0,3,2.9,Jan,2021,0.48,100,Mauritania,Lower middle income,Sub-Saharan Africa,4649660,2,TRUE,0.48,Physical
MWI,MWI002,Complex crisis in Malawi,Complex crisis,Country,Yes,Individual,Complex,MWI,Malawi,Africa,8.77,6.27,2.51,0.13,0,4,49.6,35.4,14.2,0.8,0,3,3.5,Jan,2021,2.64,100,Malawi,Low income,Sub-Saharan Africa,19129955,1,FALSE,2.64,Complex
NAM,NAM002,Food Security Crisis in Namibia,Food Security,Country,Yes,Individual,Food Security Crisis,NAM,Namibia,Africa,1.17,0.65,0.43,0.01,0,2.7,51.6,28.9,18.9,0.6,0,3,2.9,Jan,2021,0.44,100,Namibia,Upper middle income,Sub-Saharan Africa,2540916,1,FALSE,0.44,Physical
NER,NER001,Multiple crises in Niger,Multiple crises country,Country,Yes,Aggregated,Country level,NER,Niger,Africa,19.92,0.06,3.65,0.17,0,4.3,83.7,0.3,15.3,0.7,0,3,3.7,Jan,2021,3.82,100,Niger,Low income,Sub-Saharan Africa,24206636,1,FALSE,0.959999999999999,Complex
NER,NER002,Boko Haram in Niger,Conflict,Country,No,Individual,Boko Haram,NER,Niger,Africa,0.66,0,0.27,0.02,0,2.4,69.1,0.1,28.7,2.1,0,3,2.7,Jan,2021,0.29,100,Niger,Low income,Sub-Saharan Africa,24206636,2,FALSE,0.29,Conflict
NER,NER003,Mali/Burkina Faso conflict,Conflict,Country,No,Individual,Cross-border violence ,NER,Niger,Africa,7.04,0.01,1.31,0.04,0,3.5,83.9,0.1,15.6,0.4,0,3,3.3,Jan,2021,1.35,100,Niger,Low income,Sub-Saharan Africa,24206636,3,FALSE,1.35,Conflict
NER,NER004,Nigerian Refugees,International displacement,Country,No,Individual,Nigerian Refugees,NER,Niger,Africa,0.62,0,0.66,0.04,0,3.1,47,0,49.8,3.2,0,3,3.1,Jan,2021,0.7,100,Niger,Low income,Sub-Saharan Africa,24206636,4,FALSE,0.7,Displacement
NER,NER005,Floods in Niger,Flood,Country,No,Individual,Floods,NER,Niger,Africa,23.06,0,0.52,0,0,2.9,96.9,0,2.2,0,0,1,2,Jan,2021,0.52,99.1,Niger,Low income,Sub-Saharan Africa,24206636,5,FALSE,0.52,Physical
NGA,NGA001,Complex crisis in Nigeria,Complex crisis,Country,Yes,Individual,Complex crisis,NGA,Nigeria,Africa,62.36,0,9.68,0,0,5,86.6,0,13.4,0,0,3,4,Feb,2021,9.68,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,1,TRUE,9.68,Complex
NGA,NGA003,Middle belt conflict,Conflict,Country,No,Individual,Middle Belt,NGA,Nigeria,Africa,14.7,0,0,0.4,0,2.7,97.4,0,0,2.6,0,1,1.9,Jan,2021,0.4,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,2,TRUE,0.4,Conflict
NGA,NGA004,Boko Haram crisis in Nigeria,Conflict,Country,No,Individual,Boko Haram ,NGA,Nigeria,Africa,0,0,8.9,0,0,4.9,0,0,100,0,0,3,4,Feb,2021,8.9,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,3,TRUE,8.9,Conflict
NGA,NGA007,Northwest Banditry,Other type of violence,Country,No,Individual,Northwest Banditry,NGA,Nigeria,Africa,30.06,0,0.32,0,0,2.5,99,0,1,0,0,1,1.8,Jan,2021,0.32,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,4,TRUE,0.32,Conflict
NGA,NGA008,Cameroonian Refugees in Nigeria,International displacement,Country,No,Individual,Cameroonian Refugees,NGA,Nigeria,Africa,17.6,0,0.06,0,0,1.3,99.6,0,0.4,0,0,1,1.2,Jan,2021,0.06,100,Nigeria,Lower middle income,Sub-Saharan Africa,206139587,5,TRUE,0.06,Displacement
NIC,NIC001,Socioeconomic crisis in Nicaragua,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,NIC,Nicaragua,Americas,,,,0,0,,,,,0,0,,,Jan,2021,0,0,Nicaragua,Lower middle income,Latin America & Caribbean,6624554,1,TRUE,0,Complex
NIC,NIC002,Hurricane Eta and Iota in Nicaragua,Tropical cyclone,Country,No,Individual,Hurricane Eta and Iota,NIC,Nicaragua,Americas,0.86,1.73,0.07,0,0,1.4,32.4,64.9,2.7,0,0,2,1.7,Jan,2021,0.07,100,Nicaragua,Lower middle income,Latin America & Caribbean,6624554,2,TRUE,0.07,Physical
PAK,PAK001,Complex crisis in Pakistan,Complex crisis,Country,Yes,Individual,Complex crisis,PAK,Pakistan,Asia,145.24,61.32,2.02,1.02,0,4.1,69.3,29.3,1,0.5,0,2,3.1,Jan,2021,3.04,100.1,Pakistan,Lower middle income,South Asia,220892331,1,FALSE,3.04,Complex
PAK,PAK004,Kashmir conflict in Pakistan,Conflict,Country,No,Individual,Kashmir conflict,PAK,Pakistan,Asia,,,,,,,,,,,,,,Jan,2021,0,0,Pakistan,Lower middle income,South Asia,220892331,2,FALSE,0,Conflict
PER,PER002,Venezuela displacement in Peru,International displacement,Country,Yes,Individual,Venezuelan refugees,PER,Peru,Americas,0,0,1.31,0,0,3.5,0,0,8,0,0,3,3.3,Jan,2021,1.31,8,Peru,Upper middle income,Latin America & Caribbean,32971846,1,FALSE,1.31,Displacement
PHL,PHL001,Multiple crises in the Philippines,Multiple crises country,Country,Yes,Aggregated,Country level,PHL,Philippines,Asia,79.97,8.53,1.13,0,0,3.4,90.1,9.6,1.3,0,0,2,2.7,Jan,2021,1.13,101,Philippines,Lower middle income,East Asia & Pacific,109581085,1,TRUE,1.13,Complex
PHL,PHL003,Mindanao conflict,Conflict,Country,No,Individual,Mindanao Conflict,PHL,Philippines,Asia,23.99,0,0.15,0,0,2,99.4,0,0.6,0,0,1,1.5,Jan,2021,0.15,100,Philippines,Lower middle income,East Asia & Pacific,109581085,2,TRUE,0.15,Conflict
PHL,PHL004,Mindanao Earthquake,Earthquake,Country,No,Individual,Mindanao Earthquake,PHL,Philippines,Asia,10.06,0,0.08,0,0,1.5,99.2,0,0.8,0,0,1,1.3,Jan,2021,0.08,100,Philippines,Lower middle income,East Asia & Pacific,109581085,3,TRUE,0.08,Physical
PHL,PHL009,Typhoon Goni (Rolly) and Typhoon Vamco (Ulysses),Tropical cyclone,Country,No,Individual,Typhoon Goni (Rolly) and Typhoon Vamco (Ulysses),PHL,Philippines,Asia,45.93,7.65,0.91,0,0,3.3,84.3,14,1.7,0,0,2,2.7,Jan,2021,0.91,100,Philippines,Lower middle income,East Asia & Pacific,109581085,4,TRUE,0.91,Physical
PRK,PRK001,Complex crisis in DPRK,Complex crisis,Country,Yes,Individual,Complex crisis,PRK,DPRK,Asia,0,15.12,4.97,5.46,0,5,0,59.2,19.5,21.4,0,4,4.5,Jan,2021,10.43,100.1,DPRK,Low income,East Asia & Pacific,25778815,1,FALSE,10.43,Complex
PSE,PSE002,Conflict in Palestine,Conflict,Country,Yes,Individual,Complex,PSE,Palestine,Middle east,0,2.75,0,0.98,1.47,4,0,52.9,0,18.8,28.3,5,4.5,Feb,2021,2.45,100,Palestine,Lower middle income,Middle East & North Africa,5101416,1,FALSE,2.45,Conflict
"NGA, NER, TCD, CMR",REG001,Regional Boko Haram Crisis,Regional crisis,Regional,,Individual,Regional Boko Haram,NGA|NER|TCD|CMR,Nigeria|Niger|Chad|Cameroon,Africa|Africa|Africa|Africa,3.49,3.84,3.47,3.1,0.12,4.7,24.9,27.4,24.8,22.1,0.9,4,4.4,Jan,2021,6.69,100.1,"Nigeria, Niger, Chad, Cameroon",,,,1,FALSE,6.69,Complex
"VEN, BRA, COL, ECU, PER, TTO",REG002,Venezuela Regional Crisis,Regional crisis,Regional,,Individual,Venezuela Regional Crisis,VEN|BRA|COL|ECU|PER|TTO,Venezuela|Brazil|Colombia|Ecuador|Peru|Trinidad and Tobago,Americas|Americas|Americas|Americas|Americas|Americas,39.51,13.01,20.39,0.16,0,5,54.1,17.8,27.9,0.2,0,3,4,Jan,2021,20.55,100,"Venezuela, Brazil, Colombia, Ecuador, Peru, Trinidad and Tobago",,,,1,FALSE,20.55,Complex
"IND, PAK",REG003,Regional Kashmir conflict,Regional crisis,Regional,No,Individual,Regional Kashmir conflict,IND|PAK,India|Pakistan,Asia|Asia,,,,,,,,,,,,,,Jan,2021,0,0,"India, Pakistan",,,,1,TRUE,0,Complex
"SYR, TUR, IRQ, EGY, JOR, LBN",REG004,Syrian Regional Crisis,Regional crisis,Regional,No,Individual,Syrian Regional Crisis,SYR|TUR|IRQ|EGY|JOR|LBN,Syria|Turkey|Iraq|Egypt|Jordan|Lebanon,Middle east|Middle east|Middle east|Africa|Middle east|Middle east,45.52,12.85,3.13,10,6.01,5,58.7,16.6,4,12.9,7.8,5,5,Feb,2021,19.14,100,"Syria, Turkey, Iraq, Egypt, Jordan, Lebanon",,,,1,FALSE,19.14,Complex
"TUR, GRC",REG006,Eastern Mediterranean Route ,Regional crisis,Regional,,Individual,Eastern Mediterranean Route ,TUR|GRC,Turkey|Greece,Middle east|Europe,,,,,,,,,,,,,,Jan,2021,0,0,"Turkey, Greece",,,,1,TRUE,0,Complex
"DZA, TUN, LBY, ITA",REG007,Central Mediterranean Route,Regional crisis,Regional,,Individual,Central Mediterranean Route,DZA|TUN|LBY|ITA,Algeria|Tunisia|Libya|Italy,Africa|Africa|Africa|Europe,,,,,,,,,,,,,,Jan,2021,0,0,"Algeria, Tunisia, Libya, Italy",,,,1,TRUE,0,Complex
"DZA, MAR, ESP",REG008,Western Mediterranean Route,Regional crisis,Regional,,Individual,Western Mediterranean Route,DZA|MAR|ESP,Algeria|Morocco|Spain,Africa|Africa|Europe,,,,,,,,,,,,,,Jan,2021,0,0,"Algeria, Morocco, Spain",,,,1,TRUE,0,Complex
"BGD, MMR",REG011,Rohingya Regional Crisis,Regional crisis,Regional,No,Individual,Rohingya Regional Crisis,BGD|MMR,Bangladesh|Myanmar,Asia|Asia,2.32,1.2,0.91,0.64,0.15,3.7,44.4,23,17.5,12.3,2.9,4,3.9,Feb,2021,1.7,100.1,"Bangladesh, Myanmar",,,,1,FALSE,1.7,Complex
"LSO, MDG, MWI, MOZ, NAM, SWZ, ZMB, ZWE",REG012,Southern Africa Regional Food Security Crisis,Regional crisis,Regional,,Individual,Southern Africa Regional Food Security Crisis,LSO|MDG|MWI|MOZ|NAM|SWZ|ZMB|ZWE,Lesotho|Madagascar|Malawi|Mozambique|Namibia|Eswatini|Zambia|Zimbabwe,Africa|Africa|Africa|Africa|Africa|Africa|Africa|Africa,24.03,22.68,11.27,1.56,0,5,40.4,38.1,18.9,2.6,0,3,4,Jan,2021,12.83,100,"Lesotho, Madagascar, Malawi, Mozambique, Namibia, Eswatini, Zambia, Zimbabwe",,,,1,FALSE,12.83,Complex
"ARM, AZE",REG013,Nagorno-Karabakh Conflict,Regional crisis,Regional,,Individual,Regional Nagorno-Karabakh Conflict,ARM|AZE,Armenia|Azerbaijan,Middle east|Middle east,,,,,,,,,,,,,,Jan,2021,0,0,"Armenia, Azerbaijan",,,,1,TRUE,0,Complex
RWA,RWA002,Burundi and DRC refugees in Rwanda,International displacement,Country,Yes,Individual,Refugees,RWA,Rwanda,Africa,4.44,0,0.14,0,0,1.9,96.9,0,3.1,0,0,1,1.5,Jan,2021,0.14,100,Rwanda,Low income,Sub-Saharan Africa,12952209,1,FALSE,0.14,Displacement
SDN,SDN001,Complex crisis in Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SDN,Sudan,Africa,16,17.4,6.1,6.7,0.6,5,34.2,37.2,13,14.3,1.3,4,4.5,Feb,2021,13.4,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,1,FALSE,11.34,Complex
SDN,SDN005,Refugees in Sudan,International displacement,Country,No,Individual,Refugees,SDN,Sudan,Africa,0,0.23,0.4,0.5,0.2,3.4,0,17,30.2,37.7,15.1,5,4.2,Jan,2021,1.1,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,2,FALSE,1.1,Displacement
SDN,SDN006,Floods in Sudan ,Flood,Country,No,Individual,Floods,SDN,Sudan,Africa,42.14,0.81,0.05,0,0,1.2,98,1.9,0.1,0,0,1,1.1,Jan,2021,0.05,100,Sudan,Lower middle income,Sub-Saharan Africa,43849269,3,FALSE,0.05,Physical
SDN,SDN007,Refugees from Ethiopia,International displacement,Country,No,Individual,Refugee influx from Tigray,SDN,Sudan,Africa,4.96,0,0.91,0,0,3.3,84.6,0,15.5,0,0,3,3.2,Jan,2021,0.91,100.1,Sudan,Lower middle income,Sub-Saharan Africa,43849269,4,FALSE,0.91,Displacement
